"","G","A","RepoUrl","Dataset","Cloned","LastCommitDate","Commits","Branches","Tags","Committers","CommitID","RootPOM","Compile","Test1","Tests","Test2"
"195","pjgg","radioactiveMongoTemplate","https://github.com/pjgg/radioactiveMongoTemplate.git","test","true","ThuMay2612:06:082016+0200",38,1,0,2,"768c77cd923ac4a5acb53fc28e0cd71424df8882","true","true","false",NA,NA
"196","prestosql","benchto","https://github.com/prestosql/benchto.git","test","true","TueJul2320:27:132019-0700",360,1,5,21,"9d41f9d15e0a44bc5ea5c9511a33b66dd60bd495","true","true","false",NA,NA
"197","pro-crafting","jsonpretty","https://github.com/pro-crafting/jsonpretty.git","test","true","SunOct2021:46:412019+0200",21,1,4,1,"357da792abf8a1f0505582cd01c9ca394d76460b","true","true","true",0,"true"
"198","pro-crafting","record-jar-converter","https://github.com/pro-crafting/record-jar-converter.git","test","true","ThuMay3022:38:102019+0200",86,1,10,1,"353bb9dea149756d55d44e96a6fd3ac01dcea1ab","true","true","true",0,"true"
"199","pulsarIO","jetstream","https://github.com/pulsarIO/jetstream.git","test","true","WedSep1615:08:002015-0700",102,1,2,14,"1cc70f67379f1fc6c8275d7e9ccc04e88afa42e6","true","true","false",NA,NA
"200","pulsarIO","realtime-analytics","https://github.com/pulsarIO/realtime-analytics.git","test","true","FriNov612:29:182015+0800",69,1,3,9,"3b1a82736fcf209978c07e95d01577d567346fa4","true","true","true",9,"true"
"201","qq275860560","common","https://github.com/qq275860560/common.git","test","true","TueNov1214:12:452019+0800",79,1,0,4,"64e7e215260ac24a0683a66cd6dfa7ad45151c0b","true","true","true",21,"true"
"202","qwazr","graph","https://github.com/qwazr/graph.git","test","true","TueNov1323:38:562018+0000",148,1,4,1,"01f9f57b3f6d5ae528297f8de813d189e4b30b1f","true","true","false",NA,NA
"203","qwazr","link","https://github.com/qwazr/link.git","test","true","WedMar1300:02:192019+0000",25,1,1,1,"39d93d431706bc7b26765c8e66f7e3ac15e8a521","true","true","true",0,"true"
"204","qwazr","scheduler","https://github.com/qwazr/scheduler.git","test","true","FriFeb2208:15:512019+0000",104,1,5,1,"92d8fc778912fdf202ddecb5a4c7078f4e4b9411","true","true","true",0,"true"
"205","qwazr","scripts","https://github.com/qwazr/scripts.git","test","true","MonFeb2500:04:032019+0000",144,1,5,1,"5bdbc315868d8ea6a0c2e1c2de6e340fd3b4ee7f","true","true","true",0,"true"
"206","qwazr","scripts","https://github.com/qwazr/scripts.git","test","true","MonFeb2500:04:032019+0000",144,1,5,1,"5bdbc315868d8ea6a0c2e1c2de6e340fd3b4ee7f","true","true","true",0,"true"
"207","qzagarese","dockerunit","https://github.com/qzagarese/dockerunit.git","test","true","TueJul915:52:552019+0100",78,1,5,7,"18d2ebda9f6aaadebbdb6068788a691a4aa93775","true","true","true",0,"true"
"208","rackerlabs","blueflood","https://github.com/rackerlabs/blueflood.git","test","true","MonJun408:10:212018-0500",3183,1,15,61,"8b21074866bf546e466c9571d86132e12246969c","true","true","true",235,"true"
"209","radanalyticsio","spark-operator","https://github.com/radanalyticsio/spark-operator.git","test","true","ThuNov2815:01:252019+0100",776,1,22,15,"25f203e693b7a09e68a8e2d51e31501ef7c30d14","true","true","true",6,"true"
"210","RedRoma","banana-application-service","https://github.com/RedRoma/banana-application-service.git","test","true","TueSep2506:51:182018-0700",305,1,4,7,"9e91f9672c8e8e0c8377c51723fc87ff88b0d0c5","true","true","false",NA,NA
"211","release-engineering","koji-build-finder","https://github.com/release-engineering/koji-build-finder.git","test","true","MonDec914:11:382019-0500",275,1,6,9,"6f579652d5fd8b3462541fbce0be28145a4ad27a","true","true","true",0,"true"
"212","rnorth","test-containers","https://github.com/rnorth/test-containers.git","test","true","SatDec714:32:102019+0000",1830,1,72,222,"7f7fe80771ae0979f4951cfea3847446779f15cc","true","true","false",NA,NA
"213","roboconf","roboconf-platform","https://github.com/roboconf/roboconf-platform.git","test","true","ThuSep518:26:352019+0200",1319,1,11,18,"81d2f5b2f2129dfea5e0cdc6910b2d1b8ce029cc","true","true","false",NA,NA
"214","robrua","easy-bert","https://github.com/robrua/easy-bert.git","test","true","ThuOct2410:15:172019-0400",25,1,4,1,"4c796bd9f4e2d9663820fc239828e9755c60dd04","true","true","true",0,"true"
"215","RohanNagar","thunder","https://github.com/RohanNagar/thunder.git","test","true","MonDec911:06:042019-0800",735,1,13,11,"75f141e62026b128144fd8eebf4d061f13ad5cec","true","true","true",0,"true"
"216","s-case","asset-registry","https://github.com/s-case/asset-registry.git","test","true","WedDec709:42:102016+0100",226,1,9,6,"e536d976cff300cc215eb9d0c725d8b2445c1ce4","true","true","true",7,"true"
"217","SaiprasadKrishnamurthy","stubble","https://github.com/SaiprasadKrishnamurthy/stubble.git","test","true","MonSep2119:00:412015+0100",15,1,0,3,"85b784c0b12f027f49dbedb097c920a709da0fdb","true","true","true",6,"true"
"218","sakserv","hadoop-mini-clusters","https://github.com/sakserv/hadoop-mini-clusters.git","test","true","TueJan2207:13:172019-0700",394,1,32,13,"7b2eb871ca662646a7dbc90c042c8f2a196fc3b6","true","true","false",NA,NA
"219","salesforce","Argus","https://github.com/salesforce/Argus.git","test","true","WedAug2111:04:422019-0400",3344,1,20,86,"ad2c2efe729d1b9ec24e066e4a47ec352a502136","true","true","false",NA,NA
"220","scalecube","scalecube","https://github.com/scalecube/scalecube.git","test","true","ThuDec514:30:432019+0200",4681,1,89,53,"0395efd1a946458d0b1b005b4db5543939ffb421","true","true","true",0,"true"
"221","scalecube","scalecube-seed","https://github.com/scalecube/scalecube-seed.git","test","true","ThuOct3121:11:002019+0000",215,1,21,13,"0c85b625510f3c9cc066a07b3ffb763acdc66a0e","true","true","true",0,"true"
"222","schemacrawler","SchemaCrawler","https://github.com/schemacrawler/SchemaCrawler.git","test","true","TueDec1007:31:042019+0530",5413,1,103,6,"aa74502c41f78f567483257426e394d9d0f71c8e","true","true","true",0,"true"
"223","shrinkwrap","resolver","https://github.com/shrinkwrap/resolver.git","test","true","WedFeb2116:13:522018+0100",566,1,47,47,"c3f6fcd1c49d6444fe4e9280bbf7be334ed1f3dc","true","true","false",NA,NA
"224","simplyti","simple-server","https://github.com/simplyti/simple-server.git","test","true","MonDec922:06:472019+0100",217,1,9,5,"c41a44d177ff6b0c1bdc06be62fbfff048b9dcee","true","true","true",0,"true"
"225","sivalabs","spring-boot-java-basic-archetype","https://github.com/sivalabs/spring-boot-java-basic-archetype.git","test","true","ThuMar1419:17:252019+0100",10,1,1,2,"faf7d6746d334186218ccf706d344e32a61a7bd4","true","true","true",0,"true"
"226","sivalabs","spring-boot-java-rest-api-archetype","https://github.com/sivalabs/spring-boot-java-rest-api-archetype.git","test","true","ThuMar1419:56:092019+0100",8,1,1,2,"db659484d1c647481a1ab9acf77aa7906aba400b","true","true","true",0,"true"
"227","sivalabs","spring-boot-java-rest-api-archetype","https://github.com/sivalabs/spring-boot-java-rest-api-archetype.git","test","true","ThuMar1419:56:092019+0100",8,1,1,2,"db659484d1c647481a1ab9acf77aa7906aba400b","true","true","true",0,"true"
"228","sivalabs","spring-boot-kotlin-basic-archetype","https://github.com/sivalabs/spring-boot-kotlin-basic-archetype.git","test","true","ThuMar1421:13:162019+0100",7,1,1,2,"bdfe61faef390b013b855f5d43871b335f9d9726","true","true","true",0,"true"
"229","sivalabs","spring-boot-maven-archetypes","https://github.com/sivalabs/spring-boot-maven-archetypes.git","test","true","FriMar1510:29:352019+0100",25,1,1,4,"09bac089fb485e1ef41b2b2702f22687738c4516","true","true","true",0,"true"
"230","sivalabs","spring-boot-maven-archetypes","https://github.com/sivalabs/spring-boot-maven-archetypes.git","test","true","FriMar1510:29:352019+0100",25,1,1,4,"09bac089fb485e1ef41b2b2702f22687738c4516","true","true","true",0,"true"
"231","slimish","kinesit","https://github.com/slimish/kinesit.git","test","true","SunDec1717:05:052017+0100",26,1,4,2,"32c51c2569b8fbf7c74c3db9679de88bf00fd992","true","true","true",0,"true"
"232","SmartDataAnalytics","Sparqlify","https://github.com/SmartDataAnalytics/Sparqlify.git","test","true","FriNov2918:58:332019+0100",751,1,32,12,"a815c16ee301284d3ec141f8cf90c51d5926aa02","true","true","true",68,"true"
"233","SmartDataAnalytics","Sparqlify","https://github.com/SmartDataAnalytics/Sparqlify.git","test","true","FriNov2918:58:332019+0100",751,1,32,12,"a815c16ee301284d3ec141f8cf90c51d5926aa02","true","true","true",68,"true"
"234","SMARTRACTECHNOLOGY","smartcosmos-edge-user-devkit","https://github.com/SMARTRACTECHNOLOGY/smartcosmos-edge-user-devkit.git","test","true","MonFeb615:27:422017+0100",449,1,1,10,"0957cf71b071c208b68bca7de95c7e43293ce8d2","true","true","true",72,"true"
"235","smoketurner","pipeline","https://github.com/smoketurner/pipeline.git","test","true","TueMay2106:54:442019-0400",205,1,3,4,"146f9fb88a9657cc759af8039b44e60d956aac08","true","true","true",39,"true"
"236","smoketurner","uploader","https://github.com/smoketurner/uploader.git","test","true","TueMay2106:54:262019-0400",207,1,1,4,"19bd4a519abaa9b2c582938a6854a0ca3ae9aa84","true","true","true",14,"true"
"237","smolok","smolok","https://github.com/smolok/smolok.git","test","true","WedFeb809:49:022017+0100",738,1,12,4,"06bf5aff4bdc1e4010f63decdb5e90f677a36b32","true","true","false",NA,NA
"238","solita","clamav-java","https://github.com/solita/clamav-java.git","test","true","TueAug2313:04:212016+0300",32,1,0,3,"4ff23d37fb0763862db76f2f3389f3e45e80dd09","true","true","false",NA,NA
"239","SonarSource","sonar-clover","https://github.com/SonarSource/sonar-clover.git","test","true","FriSep2721:31:472019+0200",113,1,5,21,"da7d34589e8cf9a7f740ec366951c4176d8f8c8d","true","true","true",0,"true"
"240","spotify","docker-client","https://github.com/spotify/docker-client.git","test","true","SunJun3013:29:192019-0400",1865,1,166,179,"99c72a4414b8a07a256965d7759a8b933c4bf16e","true","true","false",NA,NA
"241","spotify","docker-maven-plugin","https://github.com/spotify/docker-maven-plugin.git","test","true","WedSep1121:25:002019-0400",928,1,310,50,"6dd542b668591cad8915f47667dcf37352161847","true","true","true",59,"true"
"242","spotify","dockerfile-maven","https://github.com/spotify/dockerfile-maven.git","test","true","WedOct1608:09:052019-0400",204,1,25,41,"98bb1344fad501f2f10543a569a02ef247158134","true","true","true",0,"true"
"243","spotify","hype","https://github.com/spotify/hype.git","test","true","FriMar2313:37:202018-0400",188,1,18,9,"35d91905717b834ccd0ce90c7ea4bfca1d02f211","true","true","true",9,"true"
"244","spring-cloud","spring-cloud-dataflow","https://github.com/spring-cloud/spring-cloud-dataflow.git","test","true","TueDec1011:47:532019-0500",2678,1,75,98,"e95cabf6b940a3ffe2f706c29c380402c433fbd9","true","true","false",NA,NA
"245","spring-projects","spring-session-mongodb","https://github.com/spring-projects/spring-session-mongodb.git","test","true","TueOct1520:23:382019-0500",890,1,29,66,"1ca0d308173069225eafc227c630a5df5db3b909","true","true","false",NA,NA
"246","SpringSource","spring-data-mongodb","https://github.com/SpringSource/spring-data-mongodb.git","test","true","WedDec414:32:452019+0100",4647,1,157,138,"a4cb0d643235b86a67d9f3e79561e2650698f726","true","true","false",NA,NA
"247","squedgy","query-construction","https://github.com/squedgy/query-construction.git","test","true","ThuMar2815:40:412019-0500",37,1,0,2,"b986018534856eeb32e70dd763b9a1c1fc7248fb","true","true","false",NA,NA
"248","stevespringett","nist-data-mirror","https://github.com/stevespringett/nist-data-mirror.git","test","true","SunNov1719:55:052019-0600",121,1,6,16,"a316e62c9ae3d20a859a118c1e37135d891a7dab","true","true","true",0,"true"
"249","streampipes","streampipes-ce","https://github.com/streampipes/streampipes-ce.git","test","true","SunDec820:22:282019+0100",4771,1,9,20,"80fb1bc814a9aa6d5add82dd94137d640400cf6d","true","true","true",47,"true"
"250","sualeh","SchemaCrawler","https://github.com/sualeh/SchemaCrawler.git","test","true","TueDec1007:31:042019+0530",5413,1,103,6,"aa74502c41f78f567483257426e394d9d0f71c8e","true","true","true",0,"true"
"251","swagger-api","swagger-codegen","https://github.com/swagger-api/swagger-codegen.git","test","true","SunDec816:49:412019-0500",12176,1,49,1201,"92f358b8ad6c416fdfee3dd93630edbb73ac7c95","true","true","true",0,"true"
"252","sysunite","coins-2-validator","https://github.com/sysunite/coins-2-validator.git","test","true","ThuMar1417:52:202019+0100",285,1,14,3,"fde37768bd00296f4ce07970b3d57ff75fcbcb86","true","true","false",NA,NA
"253","sysunite","coins-2-validator","https://github.com/sysunite/coins-2-validator.git","test","true","ThuMar1417:52:202019+0100",285,1,14,3,"fde37768bd00296f4ce07970b3d57ff75fcbcb86","true","true","false",NA,NA
"254","tascape","reactor-report","https://github.com/tascape/reactor-report.git","test","true","WedNov2711:41:512019-0800",213,1,1,5,"26231428220586ea10dca7bd14946da2b03fc053","true","true","true",0,"true"
"255","tblsoft","solr-cmd-utils","https://github.com/tblsoft/solr-cmd-utils.git","test","true","WedDec417:28:342019+0100",565,1,15,14,"9944d436e519c18cd07f65b1ddedf61c0c734ee7","true","true","true",150,"true"
"256","telefonicaid","netphony-pce","https://github.com/telefonicaid/netphony-pce.git","test","true","TueDec1315:29:412016+0100",282,1,4,28,"c8b50ef747264d97849efdfe1801f8cbf9b89a7a","true","true","true",7,"true"
"257","textexploration","mtas","https://github.com/textexploration/mtas.git","test","true","WedJun519:37:382019+0200",659,1,30,6,"929b13d7abbd2e80dddcadc6bb1cedbd280eb992","true","true","true",0,"true"
"258","ThStock","docker-java-parser","https://github.com/ThStock/docker-java-parser.git","test","true","ThuAug1521:55:012019+0200",40,1,2,2,"fcce41ef305d0aa9fd6c62dfdceb85ce06405ad1","true","true","true",69,"true"
"259","toop4eu","toop-commander","https://github.com/toop4eu/toop-commander.git","test","true","MonDec912:07:462019+0100",153,1,7,7,"be6d6fd5722bc539d3919152dc951ffe9a09c1d5","true","true","true",0,"true"
"260","traviscrawford","spark-dynamodb","https://github.com/traviscrawford/spark-dynamodb.git","test","true","ThuJan1016:31:482019-0800",72,1,13,10,"e63f0d7375420ed871f6368780bfae8172d7a460","true","true","true",0,"true"
"261","TsingJyujing","lofka","https://github.com/TsingJyujing/lofka.git","test","true","SatOct500:29:302019+0900",83,1,0,7,"9783fc261d4c3139c730dd08e4734fa0d799602d","true","true","true",0,"true"
"262","uber","uReplicator","https://github.com/uber/uReplicator.git","test","true","MonDec212:24:142019-0800",198,1,1,25,"629e3a9e24435b823f1f91c72c8eafbc1bc87d2a","true","true","true",17,"false"
"263","ukwa","warc-discovery","https://github.com/ukwa/warc-discovery.git","test","true","FriNov2213:26:302019+0000",1405,1,12,28,"afec38c625bda700a5b6dd176cf74e7108130e62","true","true","true",50,"true"
"264","uPortal-Project","uportal-home","https://github.com/uPortal-Project/uportal-home.git","test","true","TueAug2707:34:572019-0500",2855,1,88,43,"413fe9164d5aa4a20bc950f74656c3751c6423ee","true","true","true",0,"true"
"265","UW-Madison-DoIT","angularjs-portal","https://github.com/UW-Madison-DoIT/angularjs-portal.git","test","true","TueAug2707:34:572019-0500",2855,1,88,43,"413fe9164d5aa4a20bc950f74656c3751c6423ee","true","true","true",0,"true"
"266","v5analytics","vertexium","https://github.com/v5analytics/vertexium.git","test","true","TueDec1010:14:422019-0500",1367,1,88,26,"575b904eea0c4fe584521676400df4639cdd88f0","true","true","true",0,"true"
"267","vert-x3","vertx-stack","https://github.com/vert-x3/vertx-stack.git","test","true","FriDec615:08:462019+0100",475,1,46,22,"4ab67070be22bfcea77a760ebfaad6614e5ac556","true","true","true",51,"true"
"268","vincentrussell","nexus3-x509-dn-security-plugin","https://github.com/vincentrussell/nexus3-x509-dn-security-plugin.git","test","true","SatMay2513:19:232019-0400",20,1,2,1,"806f99c449f32596350678afc15a10ee57fa292d","true","true","true",12,"true"
"269","vipshop","Saturn","https://github.com/vipshop/Saturn.git","test","true","MonDec214:22:432019+0800",2528,1,27,34,"639dace8fdfdd80785fa7f375a0ee5d8bb60465f","true","true","true",217,"true"
"270","VirtusLab","unedifact","https://github.com/VirtusLab/unedifact.git","test","true","SatDec2016:41:352014+0000",41,1,2,6,"c881e511b63bf2a18b8012242d0001d66100725f","true","true","true",0,"true"
"271","walmartlabs","bigben","https://github.com/walmartlabs/bigben.git","test","true","MonJul2211:39:342019-0700",414,1,2,25,"7f221feddba35c82b265d6793fc7b1aed4aff511","true","true","true",0,"true"
"272","WebGoat","WebGoat","https://github.com/WebGoat/WebGoat.git","test","true","TueDec1012:14:212019+0100",2391,1,30,147,"04ccf9a422eb59a4ad175427d872e4df975b4042","true","true","true",99,"true"
"273","wildfly-extras","wildfly-camel","https://github.com/wildfly-extras/wildfly-camel.git","test","true","WedDec1107:46:592019+0000",1638,1,35,25,"5c38f67990bc9127b9c3f7daba1f13d381526272","true","true","false",NA,NA
"274","wizzie-io","normalizer","https://github.com/wizzie-io/normalizer.git","test","true","FriFeb110:00:222019+0100",1024,1,24,14,"a69b7c015502797abc7913b892529676baae06da","true","true","false",NA,NA
"275","wordnik","swagger-codegen","https://github.com/wordnik/swagger-codegen.git","test","true","SunDec816:49:412019-0500",12176,1,49,1201,"92f358b8ad6c416fdfee3dd93630edbb73ac7c95","true","true","true",0,"true"
"276","wso2","analytics-is","https://github.com/wso2/analytics-is.git","test","true","ThuOct1701:04:242019+0000",1621,1,101,86,"2ba1041a45bccd7db50a0172802604c37348758e","true","true","true",0,"true"
"277","wso2","micro-integrator","https://github.com/wso2/micro-integrator.git","test","true","ThuDec1209:33:242019+0530",2274,1,15,67,"f6318adafa4416ea28b9eab836588f057c4acd74","true","true","true",0,"false"
"278","wso2","micro-integrator","https://github.com/wso2/micro-integrator.git","test","true","ThuDec1209:33:242019+0530",2274,1,15,67,"f6318adafa4416ea28b9eab836588f057c4acd74","true","true","true",0,"false"
"279","wso2","msf4j","https://github.com/wso2/msf4j.git","test","true","WedSep1115:16:542019+0000",2556,1,52,90,"3bcb377319b05161918b30bac6845b815568d7da","true","true","true",540,"true"
"280","xuxueli","xxl-conf","https://github.com/xuxueli/xxl-conf.git","test","true","TueNov2618:40:322019+0800",421,1,13,11,"ec9ed27b8fdb5fa403ef096d000229d59b4eeddf","true","true","true",0,"true"
"281","ydespreaux","spring-data-elasticsearch-rest","https://github.com/ydespreaux/spring-data-elasticsearch-rest.git","test","true","FriApr2619:22:002019+0200",146,1,7,4,"ed839494985a49f66ca7e08cc3f199b3532d2e13","true","true","true",0,"true"
"282","yegor256","thindeck","https://github.com/yegor256/thindeck.git","test","true","FriOct1808:39:512019+0800",1213,1,17,36,"bc59d52ff46247a7628d2537855ab0040135aff2","true","true","true",21,"true"
"283","yingzhuo","kushan","https://github.com/yingzhuo/kushan.git","test","true","SatJun811:26:252019+0800",30,1,0,2,"b50aaeb254068be9e97c1a3b99f5f7a7ad1eedb5","true","true","true",0,"true"
"284","yugabyte","yb-sample-apps","https://github.com/yugabyte/yb-sample-apps.git","test","true","WedOct1610:18:112019-0700",103,1,14,20,"cb38a6894c680ded696a521302bd5a02bab8d49c","true","true","true",0,"true"
"285","zalando","zmon-eventlog-service","https://github.com/zalando/zmon-eventlog-service.git","test","true","FriMar216:24:002018+0100",83,1,1,12,"5bf1f6bded537389506cbf1f1afd009f81ea96eb","true","true","true",9,"true"
"286","zalando-stups","fullstop","https://github.com/zalando-stups/fullstop.git","test","true","MonAug612:05:442018+0200",2019,1,56,35,"b28df6197e007f5174f11d2dc54e5f6b5306063d","true","true","false",NA,NA
"287","zamedic","morse-swarm","https://github.com/zamedic/morse-swarm.git","test","true","MonJul309:03:312017+0000",206,1,0,4,"85f9b974b5d3100ba4348d42734e3f5b9b9fb677","true","true","true",2,"true"
"288","zeebe-io","atomix","https://github.com/zeebe-io/atomix.git","test","true","SatDec708:59:552019+0000",4692,1,103,53,"6538a50b658fa9e1de0d5f9c691894928e8dd6dd","true","true","true",0,"false"
"289","zeebe-io","atomix","https://github.com/zeebe-io/atomix.git","test","true","SatDec708:59:552019+0000",4692,1,103,53,"6538a50b658fa9e1de0d5f9c691894928e8dd6dd","true","true","true",0,"false"
"290","zeebe-io","zeebe","https://github.com/zeebe-io/zeebe.git","test","true","TueDec1016:20:292019+0000",6826,1,42,60,"d73e7d8c3fdbc4a6cb9bd37734d42dddbab19f6a","true","true","false",NA,NA
"291","zeebe-io","zeebe-kafka-exporter","https://github.com/zeebe-io/zeebe-kafka-exporter.git","test","true","MonNov2511:22:042019+0100",62,1,2,7,"8875216fe3ace8a3fddf781a3b8c9f39563b15ee","true","true","true",0,"true"
"292","zendesk","maxwell","https://github.com/zendesk/maxwell.git","test","true","SunDec807:41:312019+1300",3452,1,172,143,"578271b8ca7e422817c70f813d2f16756250c38e","true","true","false",NA,NA
"293","ZsZs","processpuzzle-compose","https://github.com/ZsZs/processpuzzle-compose.git","test","true","SatOct1410:44:022017+0200",16,1,2,2,"36625762dadc0f7dc1e8b7a1523a2090b4cc4f36","true","true","true",0,"true"
